Rank	Name	Title	Country	Rating	Games	B-Year
 1	 Carlsen, Magnus	 g	 NOR	 2826	 0	 1990
 2	 Topalov, Veselin	 g	 BUL	 2803	 0	 1975
 3	 Anand, Viswanathan	 g	 IND	 2800	 0	 1969
 4	 Aronian, Levon	 g	 ARM	 2783	 0	 1982
 5	 Kramnik, Vladimir	 g	 RUS	 2780	 10	 1975
 6	 Eljanov, Pavel	 g	 UKR	 2761	 10	 1983
 7	 Grischuk, Alexander	 g	 RUS	 2760	 0	 1983
 8	 Mamedyarov, Shakhriyar	 g	 AZE	 2756	 10	 1985
 9	 Ivanchuk, Vassily	 g	 UKR	 2754	 9	 1969
 10	 Gelfand, Boris	 g	 ISR	 2751	 10	 1968
 11	 Ponomariov, Ruslan	 g	 UKR	 2749	 10	 1983
 12	 Shirov, Alexei	 g	 ESP	 2749	 0	 1972
 13	 Radjabov, Teimour	 g	 AZE	 2748	 0	 1987
 14	 Karjakin, Sergey	 g	 RUS	 2747	 0	 1990
 15	 Nakamura, Hikaru	 g	 USA	 2733	 10	 1987
 16	 Wang, Yue	 g	 CHN	 2732	 8	 1987
 17	 Svidler, Peter	 g	 RUS	 2731	 10	 1976
 18	 Adams, Michael	 g	 ENG	 2728	 21	 1971
 19	 Jakovenko, Dmitry	 g	 RUS	 2726	 0	 1983
 20	 Malakhov, Vladimir	 g	 RUS	 2725	 8	 1980
 21	 Leko, Peter	 g	 HUN	 2724	 10	 1979
 22	 Wang, Hao	 g	 CHN	 2724	 8	 1989
 23	 Movsesian, Sergei	 g	 SVK	 2723	 0	 1978
 24	 Navara, David	 g	 CZE	 2722	 7	 1985
 25	 Vachier-Lagrave, Maxime	 g	 FRA	 2721	 10	 1990
 26	 Gashimov, Vugar	 g	 AZE	 2719	 0	 1986
 27	 Fressinet, Laurent	 g	 FRA	 2718	 20	 1981
 28	 Bacrot, Etienne	 g	 FRA	 2716	 11	 1983
 29	 Dominguez Perez, Leinier	 g	 CUB	 2716	 0	 1983
 30	 Wojtaszek, Radoslaw	 g	 POL	 2711	 25	 1987
 31	 Jobava, Baadur	 g	 GEO	 2710	 0	 1983
 32	 Vitiugov, Nikita	 g	 RUS	 2709	 5	 1987
 33	 Almasi, Zoltan	 g	 HUN	 2707	 10	 1976
 34	 Nepomniachtchi, Ian	 g	 RUS	 2706	 0	 1990
 35	 Kamsky, Gata	 g	 USA	 2705	 9	 1974
 36	 Tomashevsky, Evgeny	 g	 RUS	 2701	 9	 1987
 37	 Caruana, Fabiano	 g	 ITA	 2700	 19	 1992
 38	 Morozevich, Alexander	 g	 RUS	 2700	 9	 1977
