Rank	Name	Title	Country	Rating	Games	B-Year
 1	 Anand, Viswanathan	 g	 IND	 2798	 2	 1969
 2	 Morozevich, Alexander	 g	 RUS	 2788	 20	 1977
 3	 Kramnik, Vladimir	 g	 RUS	 2788	 0	 1975
 4	 Ivanchuk, Vassily	 g	 UKR	 2781	 25	 1969
 5	 Topalov, Veselin	 g	 BUL	 2777	 10	 1975
 6	 Carlsen, Magnus	 g	 NOR	 2775	 16	 1990
 7	 Radjabov, Teimour	 g	 AZE	 2744	 31	 1987
 8	 Mamedyarov, Shakhriyar	 g	 AZE	 2742	 23	 1985
 9	 Shirov, Alexei	 g	 ESP	 2741	 11	 1972
 10	 Leko, Peter	 g	 HUN	 2741	 0	 1979
 11	 Svidler, Peter	 g	 RUS	 2738	 32	 1976
 12	 Aronian, Levon	 g	 ARM	 2737	 11	 1982
 13	 Adams, Michael	 g	 ENG	 2735	 20	 1971
 14	 Grischuk, Alexander	 g	 RUS	 2728	 21	 1983
 15	 Karjakin, Sergey	 g	 UKR	 2727	 27	 1990
 16	 Movsesian, Sergei	 g	 SVK	 2723	 53	 1978
 17	 Kamsky, Gata	 g	 USA	 2723	 28	 1974
 18	 Gelfand, Boris	 g	 ISR	 2720	 10	 1968
 19	 Ponomariov, Ruslan	 g	 UKR	 2718	 10	 1983
 20	 Gashimov, Vugar	 g	 AZE	 2717	 34	 1986
 21	 Eljanov, Pavel	 g	 UKR	 2716	 23	 1983
 22	 Polgar, Judit	 g	 HUN	 2711	 3	 1976
 23	 Bu, Xiangzhi	 g	 CHN	 2710	 25	 1985
 24	 Jakovenko, Dmitry	 g	 RUS	 2709	 20	 1983
 25	 Dominguez Perez, Leinier	 g	 CUB	 2708	 19	 1983
 26	 Alekseev, Evgeny	 g	 RUS	 2708	 12	 1985
 27	 Ni, Hua	 g	 CHN	 2705	 28	 1983
 28	 Milov, Vadim	 g	 SUI	 2705	 16	 1972
 29	 Wang, Yue	 g	 CHN	 2704	 28	 1987
